chrom1	start1	end1	chrom2	start2	end2	score
chr4	1024000	1026000	chr4	1042000	1044000	0.567895069857604
chr4	1024000	1026000	chr4	1066000	1068000	0.3327649729929282
chr4	1024000	1026000	chr4	1068000	1070000	0.3324658938679644
chr4	1040000	1042000	chr4	1066000	1068000	0.521457603020991
chr4	1040000	1042000	chr4	1068000	1070000	0.5336474118439015
chr4	1040000	1042000	chr4	1076000	1078000	0.04962557663973123
chr4	1040000	1042000	chr4	1088000	1090000	0.04439246865857575
chr4	1042000	1044000	chr4	1066000	1068000	0.5552930954079833
chr4	1042000	1044000	chr4	1068000	1070000	0.5495779598634538
chr4	1042000	1044000	chr4	1076000	1078000	0.024922987355593843
chr4	1042000	1044000	chr4	1088000	1090000	0.029370283320102657
chr4	1066000	1068000	chr4	1088000	1090000	0.04665539520960274
chr4	1066000	1068000	chr4	1100000	1102000	-0.0009575646489766512
chr4	1066000	1068000	chr4	1102000	1104000	0.2289766455346616
chr4	1066000	1068000	chr4	1110000	1112000	0.34652214669485126
chr4	1068000	1070000	chr4	1088000	1090000	0.057008341955724406
chr4	1068000	1070000	chr4	1100000	1102000	0.00893024495930643
chr4	1068000	1070000	chr4	1102000	1104000	0.23561162644416256
chr4	1068000	1070000	chr4	1110000	1112000	0.36359350134534985
chr4	1076000	1078000	chr4	1088000	1090000	0.039688676158628255
chr4	1076000	1078000	chr4	1100000	1102000	-0.1355447157585311
chr4	1076000	1078000	chr4	1102000	1104000	0.07158390540820064
chr4	1076000	1078000	chr4	1110000	1112000	0.2699539643928716
chr4	1076000	1078000	chr4	1120000	1122000	-0.10180500438396581
chr4	1088000	1090000	chr4	1100000	1102000	-0.23984445913534888
chr4	1088000	1090000	chr4	1102000	1104000	-0.09809458580828001
chr4	1088000	1090000	chr4	1110000	1112000	0.08789279690709387
chr4	1088000	1090000	chr4	1120000	1122000	-0.10083809923206695
chr4	1088000	1090000	chr4	1132000	1134000	-0.010122676289185742
chr4	1100000	1102000	chr4	1120000	1122000	-0.11093183306719917
chr4	1100000	1102000	chr4	1132000	1134000	-0.12037700555073924
chr4	1100000	1102000	chr4	1144000	1146000	0.04871876946822889
chr4	1100000	1102000	chr4	1146000	1148000	0.039689634465097934
chr4	1102000	1104000	chr4	1120000	1122000	0.10922648750975203
chr4	1102000	1104000	chr4	1132000	1134000	0.05870894327983228
chr4	1102000	1104000	chr4	1144000	1146000	0.192554962028838
chr4	1102000	1104000	chr4	1146000	1148000	0.17740944885189525
chr4	1110000	1112000	chr4	1132000	1134000	0.17099936945414362
chr4	1110000	1112000	chr4	1144000	1146000	0.34957153402719643
chr4	1110000	1112000	chr4	1146000	1148000	0.3270508800357931
chr4	1120000	1122000	chr4	1132000	1134000	0.07432708255737103
chr4	1120000	1122000	chr4	1144000	1146000	0.2906704650056928
chr4	1120000	1122000	chr4	1146000	1148000	0.254902284038276
chr4	1132000	1134000	chr4	1144000	1146000	0.22852341276039767
chr4	1132000	1134000	chr4	1146000	1148000	0.19793272828637812
chr4	1144000	1146000	chr4	1188000	1190000	0.5197359281414327
chr4	1144000	1146000	chr4	1190000	1192000	0.557390261444336
chr4	1146000	1148000	chr4	1188000	1190000	0.5616500963741204
chr4	1146000	1148000	chr4	1190000	1192000	0.5963048029394313
chr4	1188000	1190000	chr4	1202000	1204000	-0.08717434691634471
chr4	1190000	1192000	chr4	1202000	1204000	-0.07375967526805846
chr4	1202000	1204000	chr4	1246000	1248000	0.2537161068613751
chr4	1246000	1248000	chr4	1270000	1272000	0.07870666375190136
chr4	1246000	1248000	chr4	1272000	1274000	0.1532454707771236
chr4	1246000	1248000	chr4	1274000	1276000	0.21056301044482312
chr4	1246000	1248000	chr4	1282000	1284000	0.1285430307590875
chr4	1246000	1248000	chr4	1284000	1286000	0.07973952314303276
chr4	1254000	1256000	chr4	1270000	1272000	0.4448787812273002
chr4	1254000	1256000	chr4	1272000	1274000	0.5414605732552907
chr4	1254000	1256000	chr4	1274000	1276000	0.5917361726029056
chr4	1254000	1256000	chr4	1282000	1284000	0.4249809490778519
chr4	1254000	1256000	chr4	1284000	1286000	0.3165012926031104
chr4	1270000	1272000	chr4	1282000	1284000	0.0731601909416715
chr4	1270000	1272000	chr4	1284000	1286000	0.059161897495994036
chr4	1270000	1272000	chr4	1314000	1316000	0.1667117562290183
chr4	1272000	1274000	chr4	1284000	1286000	0.21155501813404295
chr4	1272000	1274000	chr4	1314000	1316000	0.25813442927270364
chr4	1274000	1276000	chr4	1314000	1316000	0.3511137987386924
chr4	1282000	1284000	chr4	1314000	1316000	0.6738464500733656
chr4	1284000	1286000	chr4	1314000	1316000	0.6754594624775184
chr4	1314000	1316000	chr4	1340000	1342000	0.3126834356683765
chr4	1314000	1316000	chr4	1342000	1344000	0.347615518386986
chr4	1314000	1316000	chr4	1352000	1354000	-0.09016576531558515
chr4	1340000	1342000	chr4	1352000	1354000	0.11436797954607134
chr4	1340000	1342000	chr4	1378000	1380000	0.24709067908245042
chr4	1340000	1342000	chr4	1380000	1382000	0.2620347585591646
chr4	1342000	1344000	chr4	1378000	1380000	0.29758269058324893
chr4	1342000	1344000	chr4	1380000	1382000	0.31950607141317344
chr4	1342000	1344000	chr4	1392000	1394000	-0.02704004699168363
chr4	1352000	1354000	chr4	1378000	1380000	0.390067416512829
chr4	1352000	1354000	chr4	1380000	1382000	0.3967213179853617
chr4	1352000	1354000	chr4	1392000	1394000	0.019897696117478658
chr4	1378000	1380000	chr4	1392000	1394000	0.11059568003760004
chr4	1378000	1380000	chr4	1424000	1426000	-0.010256768748182227
chr4	1380000	1382000	chr4	1392000	1394000	0.1183320965752324
chr4	1380000	1382000	chr4	1424000	1426000	0.029768024900061276
chr4	1392000	1394000	chr4	1424000	1426000	-0.10859940102948325
chr4	1392000	1394000	chr4	1436000	1438000	-0.009342495697251412
chr4	1392000	1394000	chr4	1438000	1440000	0.015962413922006938
chr4	1424000	1426000	chr4	1436000	1438000	0.2882805906972998
chr4	1424000	1426000	chr4	1438000	1440000	0.35718307404242866
chr4	1424000	1426000	chr4	1448000	1450000	0.26392926593922444
chr4	1436000	1438000	chr4	1448000	1450000	0.21355683138598514
chr4	1436000	1438000	chr4	1478000	1480000	0.23990081784210807
chr4	1436000	1438000	chr4	1480000	1482000	0.25151038923131785
chr4	1436000	1438000	chr4	1484000	1486000	0.1538004823896638
chr4	1436000	1438000	chr4	1486000	1488000	0.07136589515980278
chr4	1438000	1440000	chr4	1478000	1480000	0.2869616530239458
chr4	1438000	1440000	chr4	1480000	1482000	0.3112169945175167
chr4	1438000	1440000	chr4	1484000	1486000	0.19390930591648395
chr4	1438000	1440000	chr4	1486000	1488000	0.1066733839655623
chr4	1448000	1450000	chr4	1478000	1480000	0.5318201176297949
chr4	1448000	1450000	chr4	1480000	1482000	0.6059296713052111
chr4	1448000	1450000	chr4	1484000	1486000	0.5253813876269137
chr4	1448000	1450000	chr4	1486000	1488000	0.42344514995639965
chr4	1448000	1450000	chr4	1494000	1496000	0.12173838788996762
chr4	1478000	1480000	chr4	1494000	1496000	0.04118969429994243
chr4	1478000	1480000	chr4	1502000	1504000	0.1466233486760362
chr4	1478000	1480000	chr4	1504000	1506000	0.12166157742000341
chr4	1478000	1480000	chr4	1514000	1516000	
chr4	1478000	1480000	chr4	1522000	1524000	
chr4	1480000	1482000	chr4	1494000	1496000	0.01138848704538336
chr4	1480000	1482000	chr4	1502000	1504000	0.1099999177560721
chr4	1480000	1482000	chr4	1504000	1506000	0.06302088152829016
chr4	1480000	1482000	chr4	1514000	1516000	
chr4	1480000	1482000	chr4	1522000	1524000	
chr4	1484000	1486000	chr4	1502000	1504000	-0.02780324490932541
chr4	1484000	1486000	chr4	1504000	1506000	-0.046857458279058704
chr4	1484000	1486000	chr4	1514000	1516000	
chr4	1484000	1486000	chr4	1522000	1524000	
chr4	1486000	1488000	chr4	1502000	1504000	-0.09419037325509595
chr4	1486000	1488000	chr4	1504000	1506000	-0.11909349070037431
chr4	1486000	1488000	chr4	1514000	1516000	
chr4	1486000	1488000	chr4	1522000	1524000	
chr4	1494000	1496000	chr4	1514000	1516000	
chr4	1494000	1496000	chr4	1522000	1524000	
chr4	1502000	1504000	chr4	1514000	1516000	
chr4	1502000	1504000	chr4	1522000	1524000	
chr4	1504000	1506000	chr4	1522000	1524000	
chr5	0	2000	chr5	18000	20000	
chr5	0	2000	chr5	24000	26000	
chr5	0	2000	chr5	28000	30000	
chr5	0	2000	chr5	36000	38000	
chr5	0	2000	chr5	46000	48000	
chr5	4000	6000	chr5	18000	20000	
chr5	4000	6000	chr5	24000	26000	
chr5	4000	6000	chr5	28000	30000	
chr5	4000	6000	chr5	36000	38000	
chr5	4000	6000	chr5	46000	48000	
chr5	18000	20000	chr5	36000	38000	-0.12657272807856323
chr5	18000	20000	chr5	46000	48000	-0.04639801633737656
chr5	18000	20000	chr5	62000	64000	-0.11688336242790731
chr5	24000	26000	chr5	36000	38000	-0.10284121719389575
chr5	24000	26000	chr5	46000	48000	0.08303001089020551
chr5	24000	26000	chr5	62000	64000	-0.1377998249730551
chr5	28000	30000	chr5	46000	48000	0.256338729985253
chr5	28000	30000	chr5	62000	64000	0.0846061508857315
chr5	36000	38000	chr5	62000	64000	0.07704280786419032
chr5	36000	38000	chr5	80000	82000	0.2598416831629131
chr5	46000	48000	chr5	62000	64000	0.0110970696067349
chr5	46000	48000	chr5	80000	82000	0.11755418700856574
chr5	62000	64000	chr5	80000	82000	0.12439875167458145
chr5	62000	64000	chr5	102000	104000	0.24175770347197384
chr5	80000	82000	chr5	102000	104000	0.16861918741423362
chr5	80000	82000	chr5	118000	120000	-0.1559822488851501
chr5	102000	104000	chr5	118000	120000	-0.11748859280654365
chr5	102000	104000	chr5	132000	134000	0.06435717865564004
chr5	102000	104000	chr5	134000	136000	0.08207081316663874
chr5	102000	104000	chr5	136000	138000	0.06733308173032831
chr5	118000	120000	chr5	132000	134000	0.4408861077223355
chr5	118000	120000	chr5	134000	136000	0.48485899567740065
chr5	118000	120000	chr5	136000	138000	0.48301409669639706
chr5	118000	120000	chr5	164000	166000	0.030839997278512908
chr5	118000	120000	chr5	166000	168000	0.09224383782677037
chr5	132000	134000	chr5	164000	166000	-0.11156759049959283
chr5	132000	134000	chr5	166000	168000	-0.06026358839295492
chr5	132000	134000	chr5	182000	184000	-0.054061708000145994
chr5	134000	136000	chr5	164000	166000	-0.04570743210752871
chr5	134000	136000	chr5	166000	168000	-0.022261274880739153
chr5	134000	136000	chr5	182000	184000	-0.03483569603770936
chr5	136000	138000	chr5	164000	166000	0.012772662414477609
chr5	136000	138000	chr5	166000	168000	0.02163444105481751
chr5	136000	138000	chr5	182000	184000	-0.030535133183181344
chr5	164000	166000	chr5	182000	184000	0.38402668872719997
chr5	164000	166000	chr5	188000	190000	0.5702692923561808
chr5	164000	166000	chr5	206000	208000	0.4106907279609608
chr5	166000	168000	chr5	182000	184000	0.3910205953993774
chr5	166000	168000	chr5	188000	190000	0.5943562446305632
chr5	166000	168000	chr5	206000	208000	0.45886207753353114
chr5	182000	184000	chr5	206000	208000	0.26989807903281304
chr5	182000	184000	chr5	218000	220000	0.14425346750118667
chr5	188000	190000	chr5	206000	208000	0.39246044414899317
chr5	188000	190000	chr5	218000	220000	0.23878869997095747
chr5	188000	190000	chr5	234000	236000	0.022218443728946744
chr5	206000	208000	chr5	218000	220000	0.035250125190239213
chr5	206000	208000	chr5	234000	236000	0.10218451947669065
chr5	206000	208000	chr5	254000	256000	0.10178482461309571
chr5	218000	220000	chr5	234000	236000	0.31358534383674247
chr5	218000	220000	chr5	254000	256000	0.35292201180972405
chr5	218000	220000	chr5	262000	264000	0.09852937609536566
chr5	234000	236000	chr5	254000	256000	0.6093115509213836
chr5	234000	236000	chr5	262000	264000	0.2634106582126863
chr5	262000	264000	chr5	308000	310000	0.42916572172742007
chr5	308000	310000	chr5	322000	324000	0.370687771765024
chr5	308000	310000	chr5	324000	326000	0.4123203118186093
chr5	308000	310000	chr5	330000	332000	0.564034907251866
chr5	322000	324000	chr5	366000	368000	0.12762449084743177
chr5	324000	326000	chr5	366000	368000	0.2267044507517768
chr5	330000	332000	chr5	366000	368000	0.32678056192192606
chr5	424000	426000	chr5	442000	444000	0.16365255433436587
chr5	424000	426000	chr5	456000	458000	0.044758473539251595
chr5	424000	426000	chr5	466000	468000	0.007609925290561273
chr5	424000	426000	chr5	468000	470000	-0.06571567317769858
chr5	442000	444000	chr5	456000	458000	-0.17059410104438605
chr5	442000	444000	chr5	466000	468000	-0.15918123972392012
chr5	442000	444000	chr5	468000	470000	-0.1967672739208524
chr5	442000	444000	chr5	488000	490000	-0.12339720102866564
chr5	456000	458000	chr5	468000	470000	0.21720541533736565
chr5	456000	458000	chr5	488000	490000	0.2557529258695498
chr5	466000	468000	chr5	488000	490000	0.2833742745408457
chr5	468000	470000	chr5	488000	490000	0.2710041785355251
chr5	488000	490000	chr5	520000	522000	0.3583837237623675
chr5	488000	490000	chr5	528000	530000	0.25128701659511066
chr5	488000	490000	chr5	530000	532000	0.220673134992136
chr5	520000	522000	chr5	548000	550000	-0.00851746099008142
chr5	520000	522000	chr5	556000	558000	
chr5	528000	530000	chr5	548000	550000	0.4363003675569249
chr5	528000	530000	chr5	556000	558000	
chr5	530000	532000	chr5	548000	550000	0.39384013546513147
chr5	530000	532000	chr5	556000	558000	
chr6	8000	10000	chr6	20000	22000	
chr6	92000	94000	chr6	134000	136000	0.3772648619468031
chr6	92000	94000	chr6	136000	138000	0.1734796188068765
chr6	98000	100000	chr6	134000	136000	0.5526603175530314
chr6	98000	100000	chr6	136000	138000	0.3403660246796141
chr6	216000	218000	chr6	248000	250000	0.07325382055033218
chr7	2000	4000	chr7	24000	26000	
chr7	2000	4000	chr7	26000	28000	
chr7	2000	4000	chr7	52000	54000	
chr7	24000	26000	chr7	52000	54000	0.4137103592212963
chr7	24000	26000	chr7	62000	64000	0.2704456816178135
chr7	26000	28000	chr7	52000	54000	0.5512021083493186
chr7	26000	28000	chr7	62000	64000	0.37768919750733054
chr7	52000	54000	chr7	100000	102000	0.2628803180437037
chr7	52000	54000	chr7	102000	104000	0.27560262489959664
chr7	62000	64000	chr7	100000	102000	0.3736371807427811
chr7	62000	64000	chr7	102000	104000	0.37749640650942157
chr7	100000	102000	chr7	116000	118000	0.1836560292533648
chr7	100000	102000	chr7	118000	120000	0.16834175856269412
chr7	100000	102000	chr7	138000	140000	0.48140192266854126
chr7	100000	102000	chr7	140000	142000	0.4528739389576326
chr7	102000	104000	chr7	116000	118000	0.21859199552405373
chr7	102000	104000	chr7	118000	120000	0.19954892319071693
chr7	102000	104000	chr7	138000	140000	0.5384702320473054
chr7	102000	104000	chr7	140000	142000	0.4972570322556762
chr7	116000	118000	chr7	138000	140000	0.5035014063352237
chr7	116000	118000	chr7	140000	142000	0.4411270251194106
chr7	118000	120000	chr7	138000	140000	0.5031842301329895
chr7	118000	120000	chr7	140000	142000	0.44712839658679904
chr7	138000	140000	chr7	170000	172000	0.6517776792392364
chr7	138000	140000	chr7	172000	174000	0.6127969693688133
chr7	138000	140000	chr7	184000	186000	0.10002074431074462
chr7	138000	140000	chr7	186000	188000	0.06440164744048696
chr7	140000	142000	chr7	170000	172000	0.697640009337706
chr7	140000	142000	chr7	172000	174000	0.64826645731731
chr7	140000	142000	chr7	184000	186000	0.11304467267689298
chr7	140000	142000	chr7	186000	188000	0.08448936428175657
chr7	170000	172000	chr7	184000	186000	0.3928699584916142
chr7	170000	172000	chr7	186000	188000	0.34360209873722236
chr7	170000	172000	chr7	220000	222000	0.46353577815913805
chr7	172000	174000	chr7	184000	186000	0.38513839329233235
chr7	172000	174000	chr7	186000	188000	0.33279136761370104
chr7	172000	174000	chr7	220000	222000	0.4599227492424057
chr7	184000	186000	chr7	220000	222000	0.4630951865876193
chr7	184000	186000	chr7	232000	234000	-0.0709348341600883
chr7	186000	188000	chr7	220000	222000	0.5221645067885079
chr7	186000	188000	chr7	232000	234000	-0.015375689052997077
chr7	220000	222000	chr7	232000	234000	-0.15603759636507009
chr7	220000	222000	chr7	240000	242000	0.04276095638968193
chr7	220000	222000	chr7	258000	260000	0.06779857277452897
chr7	220000	222000	chr7	260000	262000	0.0662502276250207
chr7	232000	234000	chr7	258000	260000	0.4432026365953835
chr7	232000	234000	chr7	260000	262000	0.4738919920411333
chr7	232000	234000	chr7	278000	280000	0.01964524908158469
chr7	240000	242000	chr7	258000	260000	0.22327973335081266
chr7	240000	242000	chr7	260000	262000	0.2795706138091395
chr7	240000	242000	chr7	278000	280000	-0.05570612238226769
chr7	258000	260000	chr7	278000	280000	0.14350490102486035
chr7	258000	260000	chr7	296000	298000	0.31881372902322747
chr7	258000	260000	chr7	298000	300000	0.3769632948794751
chr7	258000	260000	chr7	300000	302000	0.32407758698840994
chr7	260000	262000	chr7	278000	280000	0.15850932382982058
chr7	260000	262000	chr7	296000	298000	0.4279627119502043
chr7	260000	262000	chr7	298000	300000	0.4451421075564108
chr7	260000	262000	chr7	300000	302000	0.395954471433019
chr7	278000	280000	chr7	296000	298000	0.11622206852215518
chr7	278000	280000	chr7	298000	300000	0.16893413989867972
chr7	278000	280000	chr7	300000	302000	0.17156076976661494
chr7	278000	280000	chr7	318000	320000	-0.04391445276461911
chr7	278000	280000	chr7	326000	328000	0.15435473100534441
chr7	278000	280000	chr7	328000	330000	0.08843979561980185
chr7	296000	298000	chr7	318000	320000	0.12060930564301672
chr7	296000	298000	chr7	326000	328000	0.56056348596073
chr7	296000	298000	chr7	328000	330000	0.5341520185541584
chr7	298000	300000	chr7	318000	320000	0.14518648651985738
chr7	298000	300000	chr7	326000	328000	0.5814031298799003
chr7	298000	300000	chr7	328000	330000	0.5527599771881859
chr7	300000	302000	chr7	318000	320000	0.10310948712954693
chr7	300000	302000	chr7	326000	328000	0.5540982631458463
chr7	300000	302000	chr7	328000	330000	0.5136729120308227
chr7	300000	302000	chr7	350000	352000	0.09038694936269243
chr7	318000	320000	chr7	350000	352000	0.02935216415367655
chr7	318000	320000	chr7	356000	358000	0.09794198741368332
chr7	318000	320000	chr7	358000	360000	0.07908662761642826
chr7	326000	328000	chr7	350000	352000	0.4252676279054898
chr7	326000	328000	chr7	356000	358000	0.41426686506383814
chr7	326000	328000	chr7	358000	360000	0.36909822625826316
chr7	328000	330000	chr7	350000	352000	0.4961227574115252
chr7	328000	330000	chr7	356000	358000	0.47654419343464305
chr7	328000	330000	chr7	358000	360000	0.4196211618261991
chr7	328000	330000	chr7	378000	380000	0.018211927203221363
chr7	350000	352000	chr7	378000	380000	0.15110188408409464
chr7	350000	352000	chr7	394000	396000	0.30813314109877854
chr7	356000	358000	chr7	378000	380000	0.24097179198860122
chr7	356000	358000	chr7	394000	396000	0.4833011743705037
chr7	356000	358000	chr7	404000	406000	-0.07818351054558775
chr7	358000	360000	chr7	378000	380000	0.21245522121168633
chr7	358000	360000	chr7	394000	396000	0.49732189372682994
chr7	358000	360000	chr7	404000	406000	-0.06419186262981742
chr7	378000	380000	chr7	394000	396000	0.39909482136242025
chr7	378000	380000	chr7	404000	406000	-0.19463392090026074
chr7	394000	396000	chr7	430000	432000	0.2992432885831114
chr7	394000	396000	chr7	440000	442000	0.05472386327792297
chr7	404000	406000	chr7	430000	432000	0.2907785298150058
chr7	404000	406000	chr7	440000	442000	-0.025555439810753137
chr7	430000	432000	chr7	468000	470000	0.21921004476699416
chr7	430000	432000	chr7	472000	474000	0.056839216828035916
chr7	430000	432000	chr7	474000	476000	-0.016425332102210415
chr7	440000	442000	chr7	468000	470000	0.6241746667304349
chr7	440000	442000	chr7	472000	474000	0.4124682388285702
chr7	440000	442000	chr7	474000	476000	0.27588734734885045
chr7	468000	470000	chr7	508000	510000	-0.036252891629683176
chr7	472000	474000	chr7	508000	510000	-0.07354284903502362
chr7	472000	474000	chr7	520000	522000	0.1629061212125677
chr7	474000	476000	chr7	508000	510000	-0.1637181286069641
chr7	474000	476000	chr7	520000	522000	0.10204919947421756
chr7	474000	476000	chr7	524000	526000	0.21011450145237684
chr7	508000	510000	chr7	520000	522000	0.16872477556927803
chr7	508000	510000	chr7	524000	526000	0.46559877606630234
chr7	508000	510000	chr7	530000	532000	0.5604965728677118
chr7	508000	510000	chr7	552000	554000	0.49232321000267126
chr7	520000	522000	chr7	552000	554000	0.37683550753089845
chr7	524000	526000	chr7	552000	554000	0.40514185137189007
chr7	530000	532000	chr7	552000	554000	0.26806356555752964
chr7	552000	554000	chr7	586000	588000	0.2201579985073439
chr7	586000	588000	chr7	610000	612000	0.23376808854234843
chr7	586000	588000	chr7	612000	614000	0.22842123797332578
chr7	586000	588000	chr7	630000	632000	0.1352890792465132
chr7	610000	612000	chr7	630000	632000	0.3674205475974702
chr7	610000	612000	chr7	642000	644000	0.21164463315241722
chr7	612000	614000	chr7	630000	632000	0.480840504590334
chr7	612000	614000	chr7	642000	644000	0.2796707670409057
chr7	630000	632000	chr7	642000	644000	0.007279186617512867
chr7	630000	632000	chr7	680000	682000	0.38036244759421245
chr7	642000	644000	chr7	680000	682000	0.3632160913122745
chr7	642000	644000	chr7	682000	684000	0.37452673901085276
chr7	680000	682000	chr7	696000	698000	0.49268937393503726
chr7	680000	682000	chr7	724000	726000	0.34048868939151855
chr7	680000	682000	chr7	728000	730000	0.19844349587342858
chr7	682000	684000	chr7	696000	698000	0.5283885261645234
chr7	682000	684000	chr7	724000	726000	0.3507558349553605
chr7	682000	684000	chr7	728000	730000	0.2093643268331345
chr7	696000	698000	chr7	724000	726000	0.2980871870168754
chr7	696000	698000	chr7	728000	730000	0.1623918195222693
chr7	696000	698000	chr7	746000	748000	0.13338372080937488
chr7	724000	726000	chr7	746000	748000	0.2655343101704843
chr7	724000	726000	chr7	748000	750000	0.22712449250847236
chr7	724000	726000	chr7	764000	766000	0.04072188474977486
chr7	728000	730000	chr7	746000	748000	0.3443459038289075
chr7	728000	730000	chr7	748000	750000	0.27875887408434463
chr7	728000	730000	chr7	764000	766000	-0.044229496340301926
chr7	746000	748000	chr7	764000	766000	0.1703302377237177
chr7	748000	750000	chr7	764000	766000	0.17288403574721373
chr7	764000	766000	chr7	804000	806000	0.16746733812671932
chr7	804000	806000	chr7	844000	846000	0.13971252208530316
chr7	804000	806000	chr7	846000	848000	0.11758711357414857
chr7	898000	900000	chr7	934000	936000	0.17498602743441632
chr7	898000	900000	chr7	936000	938000	0.16785655109201333
chr7	898000	900000	chr7	948000	950000	-0.06965483219434788
chr7	934000	936000	chr7	948000	950000	0.3747062533272284
chr7	934000	936000	chr7	962000	964000	0.09651796074708799
chr7	936000	938000	chr7	948000	950000	0.4109528553277919
chr7	936000	938000	chr7	962000	964000	0.17517820886728663
chr7	948000	950000	chr7	962000	964000	0.009943321215879236
chr7	948000	950000	chr7	990000	992000	0.13849531864493747
chr7	962000	964000	chr7	990000	992000	0.6128586201808447
chr7	962000	964000	chr7	1002000	1004000	0.40099971394849987
chr7	962000	964000	chr7	1004000	1006000	0.31795126635684856
chr7	962000	964000	chr7	1012000	1014000	0.30110047020101116
chr7	990000	992000	chr7	1002000	1004000	-0.06783388954778435
chr7	990000	992000	chr7	1004000	1006000	-0.09198195138717166
chr7	990000	992000	chr7	1012000	1014000	-0.1085336738872115
chr7	990000	992000	chr7	1014000	1016000	-0.13407070777628677
chr7	990000	992000	chr7	1036000	1038000	0.01579001554201598
chr7	990000	992000	chr7	1038000	1040000	0.05564432242073074
chr7	1002000	1004000	chr7	1014000	1016000	0.18096129738009298
chr7	1002000	1004000	chr7	1036000	1038000	0.33768653765038015
chr7	1002000	1004000	chr7	1038000	1040000	0.38145071229315874
chr7	1004000	1006000	chr7	1036000	1038000	0.3903865229851935
chr7	1004000	1006000	chr7	1038000	1040000	0.4294254532545043
chr7	1012000	1014000	chr7	1036000	1038000	0.40008914877482804
chr7	1012000	1014000	chr7	1038000	1040000	0.44108854516945695
chr7	1012000	1014000	chr7	1056000	1058000	-0.006011665708540661
chr7	1014000	1016000	chr7	1036000	1038000	0.3619309383524039
chr7	1014000	1016000	chr7	1038000	1040000	0.3979776674094756
chr7	1014000	1016000	chr7	1056000	1058000	-0.044073779091005565
chr7	1036000	1038000	chr7	1056000	1058000	0.24840691687381172
chr7	1036000	1038000	chr7	1072000	1074000	
chr7	1036000	1038000	chr7	1074000	1076000	
chr7	1036000	1038000	chr7	1078000	1080000	
chr7	1038000	1040000	chr7	1056000	1058000	0.20983762868424713
chr7	1038000	1040000	chr7	1072000	1074000	
chr7	1038000	1040000	chr7	1074000	1076000	
chr7	1038000	1040000	chr7	1078000	1080000	
chr7	1056000	1058000	chr7	1072000	1074000	
chr7	1056000	1058000	chr7	1074000	1076000	
chr7	1056000	1058000	chr7	1078000	1080000	
chr8	6000	8000	chr8	24000	26000	
chr8	6000	8000	chr8	26000	28000	
chr8	6000	8000	chr8	44000	46000	
chr8	6000	8000	chr8	56000	58000	
chr8	24000	26000	chr8	44000	46000	0.21183579281698917
chr8	24000	26000	chr8	56000	58000	0.037322778250779745
chr8	24000	26000	chr8	58000	60000	-0.036474680438984206
chr8	26000	28000	chr8	44000	46000	0.13638284987210558
chr8	26000	28000	chr8	56000	58000	-0.016472027721499166
chr8	26000	28000	chr8	58000	60000	-0.10041498487830765
chr8	26000	28000	chr8	76000	78000	0.03843078154696301
chr8	44000	46000	chr8	56000	58000	-0.05122311926637354
chr8	44000	46000	chr8	58000	60000	-0.10171466989577638
chr8	44000	46000	chr8	76000	78000	0.0733283132863749
chr8	44000	46000	chr8	78000	80000	0.02743766829715169
chr8	44000	46000	chr8	84000	86000	-0.09835115198703077
chr8	44000	46000	chr8	92000	94000	-0.08790651363372644
chr8	56000	58000	chr8	76000	78000	0.20418731445593508
chr8	56000	58000	chr8	78000	80000	0.1687167206059128
chr8	56000	58000	chr8	84000	86000	0.006691354415785805
chr8	56000	58000	chr8	92000	94000	0.0624500489195265
chr8	58000	60000	chr8	76000	78000	0.19477370737130772
chr8	58000	60000	chr8	78000	80000	0.1585755834088442
chr8	58000	60000	chr8	84000	86000	0.03163094858667784
chr8	58000	60000	chr8	92000	94000	0.1229477888319668
chr8	76000	78000	chr8	92000	94000	0.08123942018291205
chr8	76000	78000	chr8	118000	120000	0.041887145739334795
chr8	78000	80000	chr8	92000	94000	0.08058190935278098
chr8	78000	80000	chr8	118000	120000	0.014726858614281356
chr8	84000	86000	chr8	118000	120000	-0.15570647238106683
chr8	92000	94000	chr8	118000	120000	-0.09221147215246536
chr8	118000	120000	chr8	160000	162000	0.27141779698411816
chr8	160000	162000	chr8	182000	184000	0.46651323902828024
chr8	160000	162000	chr8	184000	186000	0.6001555028881187
chr8	160000	162000	chr8	196000	198000	0.37634273298847076
chr8	182000	184000	chr8	196000	198000	0.051459290880480825
chr8	182000	184000	chr8	212000	214000	0.16873618455853345
chr8	182000	184000	chr8	214000	216000	0.1544046563487751
chr8	184000	186000	chr8	196000	198000	0.08189076644422305
chr8	184000	186000	chr8	212000	214000	0.12566716596220748
chr8	184000	186000	chr8	214000	216000	0.08427032424973792
chr8	196000	198000	chr8	212000	214000	0.18820239418605764
chr8	196000	198000	chr8	214000	216000	0.1815775627609211
chr8	196000	198000	chr8	246000	248000	0.34520204352751016
chr8	212000	214000	chr8	246000	248000	0.16358727596118702
chr8	212000	214000	chr8	248000	250000	0.14242981593514628
chr8	212000	214000	chr8	250000	252000	0.0955819243341461
chr8	212000	214000	chr8	256000	258000	-0.06454297207416283
chr8	212000	214000	chr8	258000	260000	-0.1290407267579448
chr8	214000	216000	chr8	246000	248000	0.2564144214609212
chr8	214000	216000	chr8	248000	250000	0.21771606163137344
chr8	214000	216000	chr8	250000	252000	0.1773393645580304
chr8	214000	216000	chr8	256000	258000	0.007469363158697137
