chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue
chr13	38000	40000	chr13	58000	60000	1377	1387	0.0921425600	0.13251983732866404	0.3929986170188609
chr13	38000	40000	chr13	72000	74000	1377	1394	-0.0701779651	0.23452971595697888	0.5423654466164559
chr13	38000	40000	chr13	84000	86000	1377	1400			
chr13	56000	58000	chr13	72000	74000	1386	1394	-0.0633774697	0.31565308804053954	0.6412618393402427
chr13	56000	58000	chr13	84000	86000	1386	1400	0.1486613357	0.011750754826108161	0.0913366913886793
chr13	58000	60000	chr13	72000	74000	1387	1394	-0.1088314605	0.08984104495251716	0.3146261935375777
chr13	58000	60000	chr13	84000	86000	1387	1400	0.1270799961	0.0325155900787455	0.17283772396226368
chr13	72000	74000	chr13	84000	86000	1394	1400	0.1700255385	0.00906727637837843	0.0781784853096408
chr13	72000	74000	chr13	110000	112000	1394	1413			
chr13	72000	74000	chr13	112000	114000	1394	1414			
chr13	84000	86000	chr13	110000	112000	1400	1413	-0.0542457107	0.3635632781192035	0.6816811464735066
chr13	84000	86000	chr13	112000	114000	1400	1414	-0.0362981785	0.5412669311472955	0.8293278477265292
chr13	110000	112000	chr13	160000	162000	1413	1438			
chr13	112000	114000	chr13	160000	162000	1414	1438			
chr13	160000	162000	chr13	188000	190000	1438	1452			
chr13	160000	162000	chr13	202000	204000	1438	1459			
chr13	188000	190000	chr13	202000	204000	1452	1459			
chr13	188000	190000	chr13	238000	240000	1452	1477			
chr13	202000	204000	chr13	238000	240000	1459	1477			
chr13	202000	204000	chr13	250000	252000	1459	1483			
chr13	238000	240000	chr13	250000	252000	1477	1483	0.2426007735	0.00016841405310557978	0.004497887515868533
chr13	238000	240000	chr13	254000	256000	1477	1485	0.0960735135	0.12756983185018664	0.38764104837874586
chr13	238000	240000	chr13	256000	258000	1477	1486	-0.0215053961	0.7297327349792151	0.9422826574581861
chr13	238000	240000	chr13	280000	282000	1477	1498			
chr13	250000	252000	chr13	280000	282000	1483	1498	0.2697201928	3.0280998776842084e-06	0.0001617448471250833
chr13	250000	252000	chr13	300000	302000	1483	1508			
chr13	254000	256000	chr13	280000	282000	1485	1498	0.2945592811	3.786548994859839e-07	3.189439345670402e-05
chr13	254000	256000	chr13	300000	302000	1485	1508			
chr13	256000	258000	chr13	280000	282000	1486	1498	0.2424824218	3.951753160465547e-05	0.001373704670066595
chr13	256000	258000	chr13	300000	302000	1486	1508			
chr13	280000	282000	chr13	300000	302000	1498	1508			
chr13	280000	282000	chr13	316000	318000	1498	1516			
chr13	280000	282000	chr13	318000	320000	1498	1517			
chr13	280000	282000	chr13	328000	330000	1498	1522			
chr13	300000	302000	chr13	316000	318000	1508	1516	0.0138855316	0.8262110084131462	0.9819709174297299
chr13	300000	302000	chr13	318000	320000	1508	1517			
chr13	300000	302000	chr13	328000	330000	1508	1522			
chr13	300000	302000	chr13	338000	340000	1508	1527			
chr13	300000	302000	chr13	340000	342000	1508	1528			
chr13	316000	318000	chr13	328000	330000	1516	1522	0.0244876662	0.7097032060204427	0.9391514529138835
chr13	316000	318000	chr13	338000	340000	1516	1527	0.2426415435	4.588307976337668e-05	0.0015459068412583836
chr13	316000	318000	chr13	340000	342000	1516	1528	0.2248912373	0.00014402950798744405	0.0038941311418827468
chr13	316000	318000	chr13	356000	358000	1516	1536			
chr13	316000	318000	chr13	360000	362000	1516	1538			
chr13	318000	320000	chr13	328000	330000	1517	1522	-0.0081432136	0.903860502667964	1
chr13	318000	320000	chr13	338000	340000	1517	1527	0.2334094942	0.00010839879609321776	0.0031652448459219586
chr13	318000	320000	chr13	340000	342000	1517	1528	0.2309486703	0.00010806191239697055	0.0031652448459219586
chr13	318000	320000	chr13	356000	358000	1517	1536			
chr13	318000	320000	chr13	360000	362000	1517	1538			
chr13	328000	330000	chr13	338000	340000	1522	1527	0.0987552714	0.14167899665310038	0.4044658402523565
chr13	328000	330000	chr13	340000	342000	1522	1528	0.1564922311	0.016476652462546235	0.1131155764670102
chr13	328000	330000	chr13	356000	358000	1522	1536			
chr13	328000	330000	chr13	360000	362000	1522	1538			
chr13	338000	340000	chr13	356000	358000	1527	1536			
chr13	338000	340000	chr13	360000	362000	1527	1538			
chr13	340000	342000	chr13	356000	358000	1528	1536			
chr13	340000	342000	chr13	360000	362000	1528	1538			
chr13	356000	358000	chr13	394000	396000	1536	1555			
chr13	356000	358000	chr13	402000	404000	1536	1559			
chr13	360000	362000	chr13	394000	396000	1538	1555			
chr13	360000	362000	chr13	402000	404000	1538	1559			
chr13	394000	396000	chr13	416000	418000	1555	1566	-0.0306185929	0.6141185521435977	0.8755987169234889
chr13	394000	396000	chr13	426000	428000	1555	1571			
chr13	394000	396000	chr13	442000	444000	1555	1579			
chr13	402000	404000	chr13	416000	418000	1559	1566	-0.0513364673	0.42506927088092494	0.7376400184066764
chr13	402000	404000	chr13	426000	428000	1559	1571	0.0389562864	0.5172966674460675	0.8121001445927511
chr13	402000	404000	chr13	442000	444000	1559	1579			
chr13	416000	418000	chr13	426000	428000	1566	1571	0.2605473230	7.630016775845114e-05	0.002320796769319556
chr13	416000	418000	chr13	442000	444000	1566	1579	-0.0623045761	0.29652835678623846	0.6167113973047125
chr13	416000	418000	chr13	458000	460000	1566	1587			
chr13	416000	418000	chr13	460000	462000	1566	1588			
chr13	426000	428000	chr13	442000	444000	1571	1579	-0.1903646874	0.0023106062038946475	0.02869853827529179
chr13	426000	428000	chr13	458000	460000	1571	1587			
chr13	426000	428000	chr13	460000	462000	1571	1588			
chr13	426000	428000	chr13	468000	470000	1571	1592			
chr13	426000	428000	chr13	470000	472000	1571	1593			
chr13	442000	444000	chr13	458000	460000	1579	1587	0.1246138168	0.047634769164698276	0.21700295852451806
chr13	442000	444000	chr13	460000	462000	1579	1588	0.1558786285	0.011590867586941004	0.0913366913886793
chr13	442000	444000	chr13	468000	470000	1579	1592	0.1226237715	0.039182378229355684	0.1955546754701749
chr13	442000	444000	chr13	470000	472000	1579	1593	0.1376175371	0.01981310375264482	0.12875577809582242
chr13	442000	444000	chr13	490000	492000	1579	1603			
chr13	458000	460000	chr13	468000	470000	1587	1592	-0.0630368078	0.3491556288857386	0.6691981329115186
chr13	458000	460000	chr13	470000	472000	1587	1593	-0.0361824125	0.5822060500343125	0.8547322812762083
chr13	458000	460000	chr13	490000	492000	1587	1603			
chr13	458000	460000	chr13	498000	500000	1587	1607			
chr13	458000	460000	chr13	506000	508000	1587	1611			
chr13	460000	462000	chr13	470000	472000	1588	1593	-0.0251619519	0.708931983758092	0.9391514529138835
chr13	460000	462000	chr13	490000	492000	1588	1603			
chr13	460000	462000	chr13	498000	500000	1588	1607			
chr13	460000	462000	chr13	506000	508000	1588	1611			
chr13	468000	470000	chr13	490000	492000	1592	1603	-0.0103896279	0.8641915153015514	1
chr13	468000	470000	chr13	498000	500000	1592	1607			
chr13	468000	470000	chr13	506000	508000	1592	1611			
chr13	470000	472000	chr13	490000	492000	1593	1603	-0.0448383322	0.4651427141683976	0.7705465537282834
chr13	470000	472000	chr13	498000	500000	1593	1607			
chr13	470000	472000	chr13	506000	508000	1593	1611			
chr13	470000	472000	chr13	520000	522000	1593	1618			
chr13	490000	492000	chr13	506000	508000	1603	1611	0.0940707308	0.1357516502714786	0.395797439462133
chr13	490000	492000	chr13	520000	522000	1603	1618			
chr13	490000	492000	chr13	532000	534000	1603	1624			
chr13	498000	500000	chr13	520000	522000	1607	1618	-0.1158778957	0.05533982802376017	0.2339656821853953
chr13	498000	500000	chr13	532000	534000	1607	1624			
chr13	498000	500000	chr13	548000	550000	1607	1632			
chr13	506000	508000	chr13	520000	522000	1611	1618	-0.1752950446	0.0059647998906248315	0.05780049451534682
chr13	506000	508000	chr13	532000	534000	1611	1624	0.0977394887	0.10085295872928145	0.34032046165967084
chr13	506000	508000	chr13	548000	550000	1611	1632			
chr13	520000	522000	chr13	532000	534000	1618	1624	0.2072484274	0.001392502454175229	0.020195896520819545
chr13	520000	522000	chr13	548000	550000	1618	1632	-0.0325682935	0.5836388028890207	0.8555347913835043
chr13	532000	534000	chr13	548000	550000	1624	1632	0.0066914528	0.9157388642338016	1
chr13	532000	534000	chr13	578000	580000	1624	1647			
chr13	548000	550000	chr13	578000	580000	1632	1647			
chr13	578000	580000	chr13	620000	622000	1647	1668			
chr13	620000	622000	chr13	634000	636000	1668	1675	-0.2148248130	0.0007046851290597232	0.01296857506420835
chr13	620000	622000	chr13	640000	642000	1668	1678			
chr13	620000	622000	chr13	668000	670000	1668	1692			
chr13	620000	622000	chr13	670000	672000	1668	1693			
chr13	634000	636000	chr13	668000	670000	1675	1692			
chr13	634000	636000	chr13	670000	672000	1675	1693			
chr13	640000	642000	chr13	668000	670000	1678	1692			
chr13	640000	642000	chr13	670000	672000	1678	1693			
chr13	640000	642000	chr13	690000	692000	1678	1703			
chr13	668000	670000	chr13	690000	692000	1692	1703	0.0790345777	0.19230431042121043	0.48407636761201245
chr13	668000	670000	chr13	696000	698000	1692	1706	0.1634743892	0.0055208020619220335	0.054708400523118796
chr13	668000	670000	chr13	702000	704000	1692	1709			
chr13	668000	670000	chr13	718000	720000	1692	1717			
chr13	670000	672000	chr13	690000	692000	1693	1703	0.0933988845	0.12729201672094037	0.38764104837874586
chr13	670000	672000	chr13	696000	698000	1693	1706	0.1828390545	0.0019729377151661235	0.02559851369603642
chr13	670000	672000	chr13	702000	704000	1693	1709	0.1014184592	0.08524015197261132	0.30499819359949903
chr13	670000	672000	chr13	718000	720000	1693	1717			
chr13	690000	692000	chr13	702000	704000	1703	1709	-0.0824288922	0.20923936266798515	0.5091491158254305
chr13	690000	692000	chr13	718000	720000	1703	1717	-0.0047116652	0.9368233842591227	1
chr13	696000	698000	chr13	718000	720000	1706	1717	0.1570462951	0.009137063944604954	0.07841489367162341
chr13	696000	698000	chr13	746000	748000	1706	1731			
chr13	702000	704000	chr13	718000	720000	1709	1717	0.2025181109	0.0011663708644277535	0.017702905402395795
chr13	702000	704000	chr13	746000	748000	1709	1731			
chr13	718000	720000	chr13	746000	748000	1717	1731			
chr13	718000	720000	chr13	760000	762000	1717	1738			
chr13	746000	748000	chr13	760000	762000	1731	1738	-0.1850219303	0.0036634012756784936	0.039679198184205046
chr13	746000	748000	chr13	778000	780000	1731	1747			
chr13	760000	762000	chr13	778000	780000	1738	1747	0.1958757293	0.0014354816967327582	0.02041366828470611
chr13	760000	762000	chr13	802000	804000	1738	1759			
chr13	778000	780000	chr13	802000	804000	1747	1759			
chr13	802000	804000	chr13	830000	832000	1759	1773	-0.0667668957	0.2606456046071132	0.573151585932116
chr13	802000	804000	chr13	832000	834000	1759	1774	-0.0643948091	0.2763233093040588	0.592121377080126
chr13	802000	804000	chr13	838000	840000	1759	1777			
chr13	802000	804000	chr13	848000	850000	1759	1782			
chr13	830000	832000	chr13	848000	850000	1773	1782	0.1462149209	0.01800506896283962	0.12058440681534792
chr13	830000	832000	chr13	862000	864000	1773	1789			
chr13	830000	832000	chr13	878000	880000	1773	1797			
chr13	832000	834000	chr13	848000	850000	1774	1782	0.1640815319	0.008844092077701636	0.07742115942058697
chr13	832000	834000	chr13	862000	864000	1774	1789	0.0460427629	0.4366625951366949	0.7480293363283447
chr13	832000	834000	chr13	878000	880000	1774	1797			
chr13	838000	840000	chr13	848000	850000	1777	1782	0.2023030694	0.0023453588855594557	0.028855819996489934
chr13	838000	840000	chr13	862000	864000	1777	1789	-0.0055605315	0.9263965749619387	1
chr13	838000	840000	chr13	878000	880000	1777	1797			
chr13	838000	840000	chr13	888000	890000	1777	1802			
chr13	848000	850000	chr13	862000	864000	1782	1789	-0.1904055373	0.0027678630091824774	0.03241508016101404
chr13	848000	850000	chr13	878000	880000	1782	1797			
chr13	848000	850000	chr13	888000	890000	1782	1802			
chr13	862000	864000	chr13	878000	880000	1789	1797	0.2219352737	0.00035905315496176723	0.00810645782851825
chr13	862000	864000	chr13	888000	890000	1789	1802			
chr13	862000	864000	chr13	906000	908000	1789	1811			
chr13	878000	880000	chr13	888000	890000	1797	1802	-0.0752774266	0.2632848263366708	0.576593769677309
chr13	878000	880000	chr13	906000	908000	1797	1811			
chr13	888000	890000	chr13	906000	908000	1802	1811	0.1174881635	0.08946945785016894	0.3140033857241506
chr14	8000	10000	chr14	24000	26000	1825	1833			
chr14	8000	10000	chr14	26000	28000	1825	1834			
chr14	8000	10000	chr14	38000	40000	1825	1840			
chr14	8000	10000	chr14	40000	42000	1825	1841			
chr14	8000	10000	chr14	42000	44000	1825	1842			
chr14	12000	14000	chr14	24000	26000	1827	1833			
chr14	12000	14000	chr14	26000	28000	1827	1834			
chr14	12000	14000	chr14	38000	40000	1827	1840			
chr14	12000	14000	chr14	40000	42000	1827	1841			
chr14	12000	14000	chr14	42000	44000	1827	1842			
chr14	14000	16000	chr14	24000	26000	1828	1833			
chr14	14000	16000	chr14	26000	28000	1828	1834			
chr14	14000	16000	chr14	38000	40000	1828	1840			
chr14	14000	16000	chr14	40000	42000	1828	1841			
chr14	14000	16000	chr14	42000	44000	1828	1842			
chr14	16000	18000	chr14	26000	28000	1829	1834			
chr14	16000	18000	chr14	38000	40000	1829	1840			
chr14	16000	18000	chr14	40000	42000	1829	1841			
chr14	16000	18000	chr14	42000	44000	1829	1842	0.1941775883	0.014660032887683243	0.10433427239717359
chr14	24000	26000	chr14	38000	40000	1833	1840	0.0319848561	0.6738729073611183	0.9172042679433493
chr14	24000	26000	chr14	40000	42000	1833	1841	0.0268403482	0.7172152201166866	0.9393912962384338
chr14	24000	26000	chr14	42000	44000	1833	1842	-0.0143387948	0.8433109359099046	0.9949277412384032
chr14	24000	26000	chr14	70000	72000	1833	1856			
chr14	26000	28000	chr14	38000	40000	1834	1840	0.0007466218	0.9920077362933525	1
chr14	26000	28000	chr14	40000	42000	1834	1841	0.0019188691	0.9788985592707125	1
chr14	26000	28000	chr14	42000	44000	1834	1842	-0.0346106078	0.6252397722502396	0.8862622014420872
chr14	26000	28000	chr14	70000	72000	1834	1856			
chr14	38000	40000	chr14	70000	72000	1840	1856			
chr14	40000	42000	chr14	70000	72000	1841	1856			
chr14	42000	44000	chr14	70000	72000	1842	1856			
chr14	70000	72000	chr14	102000	104000	1856	1872			
chr14	102000	104000	chr14	122000	124000	1872	1882			
chr14	102000	104000	chr14	124000	126000	1872	1883			
chr14	102000	104000	chr14	126000	128000	1872	1884			
chr14	102000	104000	chr14	144000	146000	1872	1893			
chr14	122000	124000	chr14	144000	146000	1882	1893	-0.0236010650	0.7128937211962756	0.9393912962384338
chr14	122000	124000	chr14	156000	158000	1882	1899			
chr14	122000	124000	chr14	170000	172000	1882	1906			
chr14	124000	126000	chr14	144000	146000	1883	1893	-0.0309326032	0.6331077520913897	0.8904983796275808
chr14	124000	126000	chr14	156000	158000	1883	1899			
chr14	124000	126000	chr14	170000	172000	1883	1906			
chr14	126000	128000	chr14	144000	146000	1884	1893	-0.0601500468	0.35899303143296346	0.6774818585967793
chr14	126000	128000	chr14	156000	158000	1884	1899			
chr14	126000	128000	chr14	170000	172000	1884	1906			
chr14	144000	146000	chr14	156000	158000	1893	1899	0.0600349506	0.37924242380346906	0.6924868633988405
chr14	144000	146000	chr14	170000	172000	1893	1906	0.0709279324	0.2483440393533514	0.5589655150913048
chr14	144000	146000	chr14	194000	196000	1893	1918			
chr14	156000	158000	chr14	170000	172000	1899	1906	0.0398959050	0.5354685404230202	0.8255977061036771
chr14	156000	158000	chr14	194000	196000	1899	1918			
chr14	156000	158000	chr14	204000	206000	1899	1923			
chr14	170000	172000	chr14	194000	196000	1906	1918	0.0723645397	0.22846779305900466	0.532443426281418
chr14	170000	172000	chr14	204000	206000	1906	1923			
chr14	170000	172000	chr14	214000	216000	1906	1928			
chr14	194000	196000	chr14	204000	206000	1918	1923	-0.1351411494	0.043715838256007035	0.2090342484293786
chr14	194000	196000	chr14	214000	216000	1918	1928	0.0476417974	0.43766642169664816	0.7480293363283447
chr14	204000	206000	chr14	214000	216000	1923	1928	0.1096269527	0.10255488238391587	0.3431391288447679
chr14	214000	216000	chr14	256000	258000	1928	1949			
chr14	214000	216000	chr14	258000	260000	1928	1950			
chr14	256000	258000	chr14	292000	294000	1949	1967			
chr14	258000	260000	chr14	292000	294000	1950	1967			
chr14	292000	294000	chr14	314000	316000	1967	1978	-0.1844249960	0.0021322919867056075	0.027161799216303077
chr14	292000	294000	chr14	316000	318000	1967	1979	-0.1178315274	0.049217764420415394	0.2204231167294677
chr14	314000	316000	chr14	360000	362000	1978	2001			
chr14	316000	318000	chr14	360000	362000	1979	2001			
chr14	360000	362000	chr14	378000	380000	2001	2010	0.0325177839	0.6013242195624547	0.8636994017708514
chr14	360000	362000	chr14	388000	390000	2001	2015	0.0170142464	0.7746854633596539	0.9621098967667
chr14	360000	362000	chr14	396000	398000	2001	2019	-0.0073770433	0.9007140416288504	1
chr14	360000	362000	chr14	402000	404000	2001	2022			
chr14	378000	380000	chr14	388000	390000	2010	2015	0.2151247053	0.0011892293838355384	0.017838440757533075
chr14	378000	380000	chr14	396000	398000	2010	2019	0.0715214921	0.2498268119244604	0.5593637969816115
chr14	378000	380000	chr14	402000	404000	2010	2022	0.0550923842	0.3595666670471316	0.6774818585967793
chr14	378000	380000	chr14	420000	422000	2010	2031			
chr14	388000	390000	chr14	402000	404000	2015	2022	0.0072284394	0.9106509459940242	1
chr14	388000	390000	chr14	420000	422000	2015	2031			
chr14	388000	390000	chr14	436000	438000	2015	2039			
chr14	388000	390000	chr14	438000	440000	2015	2040			
chr14	396000	398000	chr14	420000	422000	2019	2031	-0.1398292864	0.01936968126343123	0.1273542149601684
chr14	396000	398000	chr14	436000	438000	2019	2039			
chr14	396000	398000	chr14	438000	440000	2019	2040			
chr14	402000	404000	chr14	420000	422000	2022	2031	-0.1804901917	0.003376413594605277	0.03734518066760382
chr14	402000	404000	chr14	436000	438000	2022	2039			
chr14	402000	404000	chr14	438000	440000	2022	2040			
chr14	420000	422000	chr14	436000	438000	2031	2039	0.1068172748	0.09000008389036458	0.3146261935375777
chr14	420000	422000	chr14	438000	440000	2031	2040	0.1120636313	0.0706686643335095	0.27402572552736215
chr14	420000	422000	chr14	468000	470000	2031	2055			
chr14	420000	422000	chr14	470000	472000	2031	2056			
chr14	436000	438000	chr14	468000	470000	2039	2055			
chr14	436000	438000	chr14	470000	472000	2039	2056			
chr14	436000	438000	chr14	474000	476000	2039	2058			
chr14	438000	440000	chr14	468000	470000	2040	2055			
chr14	438000	440000	chr14	470000	472000	2040	2056			
chr14	438000	440000	chr14	474000	476000	2040	2058			
chr14	468000	470000	chr14	504000	506000	2055	2073			
chr14	468000	470000	chr14	512000	514000	2055	2077			
chr14	470000	472000	chr14	504000	506000	2056	2073			
chr14	470000	472000	chr14	512000	514000	2056	2077			
chr14	474000	476000	chr14	504000	506000	2058	2073			
chr14	474000	476000	chr14	512000	514000	2058	2077			
chr14	504000	506000	chr14	532000	534000	2073	2087			
chr14	512000	514000	chr14	532000	534000	2077	2087			
chr14	532000	534000	chr14	582000	584000	2087	2112			
chr14	582000	584000	chr14	606000	608000	2112	2124			
chr14	582000	584000	chr14	608000	610000	2112	2125			
chr14	582000	584000	chr14	610000	612000	2112	2126			
chr14	582000	584000	chr14	614000	616000	2112	2128			
chr14	582000	584000	chr14	616000	618000	2112	2129			
chr14	606000	608000	chr14	616000	618000	2124	2129	0.1881219160	0.010214138662501959	0.08419100617891068
chr14	606000	608000	chr14	642000	644000	2124	2142			
chr14	606000	608000	chr14	644000	646000	2124	2143			
chr14	606000	608000	chr14	648000	650000	2124	2145			
chr14	606000	608000	chr14	654000	656000	2124	2148			
chr14	608000	610000	chr14	642000	644000	2125	2142			
chr14	608000	610000	chr14	644000	646000	2125	2143			
chr14	608000	610000	chr14	648000	650000	2125	2145			
chr14	608000	610000	chr14	654000	656000	2125	2148			
chr14	610000	612000	chr14	642000	644000	2126	2142			
chr14	610000	612000	chr14	644000	646000	2126	2143			
chr14	610000	612000	chr14	648000	650000	2126	2145			
chr14	610000	612000	chr14	654000	656000	2126	2148			
chr14	614000	616000	chr14	642000	644000	2128	2142	0.0376709472	0.5449321974306383	0.8305227714519263
chr14	614000	616000	chr14	644000	646000	2128	2143			
chr14	614000	616000	chr14	648000	650000	2128	2145			
chr14	614000	616000	chr14	654000	656000	2128	2148			
chr14	616000	618000	chr14	642000	644000	2129	2142	0.0007243457	0.9905565314298669	1
chr14	616000	618000	chr14	644000	646000	2129	2143			
chr14	616000	618000	chr14	648000	650000	2129	2145			
chr14	616000	618000	chr14	654000	656000	2129	2148			
chr14	642000	644000	chr14	654000	656000	2142	2148	0.1628392733	0.012518780632067137	0.09567698007662345
chr14	642000	644000	chr14	672000	674000	2142	2157			
chr14	642000	644000	chr14	680000	682000	2142	2161			
chr14	644000	646000	chr14	654000	656000	2143	2148	0.1321874948	0.04858694956552755	0.21878875171406514
chr14	644000	646000	chr14	672000	674000	2143	2157	0.0169779328	0.775153492497289	0.9621098967667
chr14	644000	646000	chr14	680000	682000	2143	2161			
chr14	648000	650000	chr14	672000	674000	2145	2157	-0.0859293964	0.15240280421049837	0.417724832566948
chr14	648000	650000	chr14	680000	682000	2145	2161			
chr14	648000	650000	chr14	696000	698000	2145	2169			
chr14	654000	656000	chr14	672000	674000	2148	2157	-0.1132821156	0.06763602089533712	0.26736982989311964
chr14	654000	656000	chr14	680000	682000	2148	2161	-0.1050702381	0.077618495006429	0.29206959461182047
chr14	654000	656000	chr14	696000	698000	2148	2169			
chr14	672000	674000	chr14	696000	698000	2157	2169	0.2346567241	7.114458555976381e-05	0.0021944597517729965
chr14	672000	674000	chr14	712000	714000	2157	2177			
chr14	680000	682000	chr14	696000	698000	2161	2169	0.1828942001	0.0034476826990472178	0.03794183472820808
chr14	680000	682000	chr14	712000	714000	2161	2177			
chr14	696000	698000	chr14	712000	714000	2169	2177			
chr14	712000	714000	chr14	748000	750000	2177	2195			
chr14	712000	714000	chr14	750000	752000	2177	2196			
chr14	748000	750000	chr14	768000	770000	2195	2205			
chr14	750000	752000	chr14	768000	770000	2196	2205			
chr15	10000	12000	chr15	58000	60000	2219	2243			
chr15	12000	14000	chr15	58000	60000	2220	2243			
chr15	14000	16000	chr15	58000	60000	2221	2243			
chr15	58000	60000	chr15	88000	90000	2243	2258	-0.0356773417	0.5468023712730523	0.8318069659003958
chr15	58000	60000	chr15	90000	92000	2243	2259	-0.0595770100	0.31310257362877314	0.6381245840269507
chr15	88000	90000	chr15	112000	114000	2258	2270			
chr15	88000	90000	chr15	130000	132000	2258	2279			
chr15	88000	90000	chr15	132000	134000	2258	2280			
chr15	90000	92000	chr15	112000	114000	2259	2270			
chr15	90000	92000	chr15	130000	132000	2259	2279			
chr15	90000	92000	chr15	132000	134000	2259	2280			
chr15	112000	114000	chr15	130000	132000	2270	2279			
chr15	112000	114000	chr15	132000	134000	2270	2280			
chr15	112000	114000	chr15	148000	150000	2270	2288			
chr15	112000	114000	chr15	150000	152000	2270	2289			
chr15	130000	132000	chr15	148000	150000	2279	2288	0.0295736619	0.6703884010430856	0.9141660014223894
chr15	130000	132000	chr15	150000	152000	2279	2289	0.0764550682	0.26244618282659826	0.5759089583068638
chr15	132000	134000	chr15	148000	150000	2280	2288	-0.0162447463	0.8187286212884142	0.9803256865071772
chr15	132000	134000	chr15	150000	152000	2280	2289	0.0059020439	0.9323276858235664	1
chr15	148000	150000	chr15	184000	186000	2288	2306	0.0440418966	0.45609147676998674	0.7624735375009702
chr15	148000	150000	chr15	188000	190000	2288	2308			
chr15	148000	150000	chr15	196000	198000	2288	2312			
chr15	148000	150000	chr15	198000	200000	2288	2313			
chr15	150000	152000	chr15	184000	186000	2289	2306			
chr15	150000	152000	chr15	188000	190000	2289	2308			
chr15	150000	152000	chr15	196000	198000	2289	2312			
chr15	150000	152000	chr15	198000	200000	2289	2313			
chr15	150000	152000	chr15	200000	202000	2289	2314			
chr15	184000	186000	chr15	196000	198000	2306	2312	-0.0802419526	0.22163209201014092	0.5247563917719182
chr15	184000	186000	chr15	198000	200000	2306	2313	-0.0580608198	0.3668650287600074	0.6855242431607647
chr15	184000	186000	chr15	200000	202000	2306	2314	-0.0368880681	0.5595457642423338	0.8416244668205433
chr15	188000	190000	chr15	198000	200000	2308	2313	0.0456768798	0.4977911104272805	0.797947103407813
chr15	188000	190000	chr15	200000	202000	2308	2314	0.1039760762	0.11273212888808651	0.35988828318499916
chr15	198000	200000	chr15	248000	250000	2313	2338			
chr15	200000	202000	chr15	248000	250000	2314	2338			
chr15	200000	202000	chr15	250000	252000	2314	2339			
chr15	248000	250000	chr15	262000	264000	2338	2345	-0.2580337267	4.1602768990382594e-05	0.0014235947513896543
chr15	248000	250000	chr15	264000	266000	2338	2346	-0.2138692333	0.0005934507490071036	0.011888201330099388
chr15	248000	250000	chr15	268000	270000	2338	2348	-0.1377131311	0.024061694281530162	0.14286886652327757
chr15	250000	252000	chr15	262000	264000	2339	2345	-0.2170099927	0.0008035882928536278	0.013642312878677869
chr15	250000	252000	chr15	264000	266000	2339	2346	-0.1335671852	0.03698001091559818	0.19019134213324185
chr15	250000	252000	chr15	268000	270000	2339	2348	-0.0572130946	0.3575816127235749	0.6762553815756728
chr15	250000	252000	chr15	300000	302000	2339	2364			
chr15	262000	264000	chr15	300000	302000	2345	2364			
chr15	262000	264000	chr15	308000	310000	2345	2368			
chr15	262000	264000	chr15	310000	312000	2345	2369			
chr15	262000	264000	chr15	312000	314000	2345	2370			
chr15	264000	266000	chr15	300000	302000	2346	2364			
chr15	264000	266000	chr15	308000	310000	2346	2368			
chr15	264000	266000	chr15	310000	312000	2346	2369			
chr15	264000	266000	chr15	312000	314000	2346	2370			
chr15	268000	270000	chr15	300000	302000	2348	2364			
chr15	268000	270000	chr15	308000	310000	2348	2368			
chr15	268000	270000	chr15	310000	312000	2348	2369			
chr15	268000	270000	chr15	312000	314000	2348	2370			
chr15	300000	302000	chr15	310000	312000	2364	2369	0.0236216777	0.7260150483841452	0.9422826574581861
chr15	300000	302000	chr15	312000	314000	2364	2370	0.0064166883	0.922308244866827	1
chr15	300000	302000	chr15	340000	342000	2364	2384			
chr15	300000	302000	chr15	344000	346000	2364	2386			
chr15	308000	310000	chr15	340000	342000	2368	2384	0.2867590653	6.05568068604892e-07	4.736407393731119e-05
chr15	308000	310000	chr15	344000	346000	2368	2386	0.3347197475	3.9212346085334305e-09	1.0734379740860266e-06
chr15	308000	310000	chr15	354000	356000	2368	2391			
chr15	310000	312000	chr15	340000	342000	2369	2384	0.2955280700	2.711751767900562e-07	2.9693681858511156e-05
chr15	310000	312000	chr15	344000	346000	2369	2386	0.3000881661	1.6401399055184635e-07	2.1128861135796675e-05
chr15	310000	312000	chr15	354000	356000	2369	2391			
chr15	312000	314000	chr15	340000	342000	2370	2384	0.2743062335	2.1818468409076522e-06	0.00012914174544831778
chr15	312000	314000	chr15	344000	346000	2370	2386	0.2550257932	1.0327268246462924e-05	0.0004687068415718701
chr15	312000	314000	chr15	354000	356000	2370	2391			
chr15	340000	342000	chr15	354000	356000	2384	2391	0.0369168004	0.5663986512808754	0.8439187046713496
chr15	340000	342000	chr15	364000	366000	2384	2396			
chr15	340000	342000	chr15	366000	368000	2384	2397			
chr15	340000	342000	chr15	368000	370000	2384	2398			
chr15	344000	346000	chr15	354000	356000	2386	2391	0.0306886090	0.6488728474468237	0.9011542762689164
chr15	344000	346000	chr15	364000	366000	2386	2396	0.0407479520	0.5068848391449309	0.8038217217432285
chr15	344000	346000	chr15	366000	368000	2386	2397	0.0694034552	0.2524723631637449	0.5609120153592054
chr15	344000	346000	chr15	368000	370000	2386	2398	0.1377393085	0.021282470695020053	0.1335490281435356
chr15	344000	346000	chr15	392000	394000	2386	2410			
